repo,sha,author,author_type,committer,date,message,html_url
urcpp,99fa2018a9e298d764212be25e302259e546ddf5,Ubuntu,,Ubuntu,2020-01-06T16:13:04Z,saving changes before server crashes again,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/99fa2018a9e298d764212be25e302259e546ddf5
urcpp,d751bb3e3346e5304a43e77577deec00b29be656,Ubuntu,,Ubuntu,2020-01-06T15:00:59Z,saving changes so I can test stuff,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/d751bb3e3346e5304a43e77577deec00b29be656
urcpp,546db577e85e114df2070b5ecec8451e7c0b6ad1,Ubuntu,,Ubuntu,2020-01-06T14:03:25Z,saving changes because reasons,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/546db577e85e114df2070b5ecec8451e7c0b6ad1
urcpp,ed21ab621a2d2a374ee55cf41135ff136c65b649,Ubuntu,,Ubuntu,2020-01-06T14:01:32Z,saving changes because reasons,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/ed21ab621a2d2a374ee55cf41135ff136c65b649
urcpp,63efacdac4b82f3ce5c49c55ff2a383f97d86af7,Ubuntu,,Ubuntu,2020-01-03T21:25:11Z,saving changes,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/63efacdac4b82f3ce5c49c55ff2a383f97d86af7
urcpp,4a2acf9914a454469ab8e575f57e182f26bc4b41,Ubuntu,,Ubuntu,2020-01-03T20:48:27Z,saving changes to models and update the schema,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/4a2acf9914a454469ab8e575f57e182f26bc4b41
urcpp,a9d73df70877253f27586786334a5bd465e53af4,BriaW,,BriaW,2019-12-20T16:29:44Z,saving changes,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/a9d73df70877253f27586786334a5bd465e53af4
urcpp,97c9babf466303582d6bffc97acaba8509e07d19,BriaW,,BriaW,2019-12-17T21:18:12Z,Changes to corresponding voting files,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/97c9babf466303582d6bffc97acaba8509e07d19
urcpp,fa9c81afd9d1cef99d3b45dde61adba900a3bf4a,BriaW,,BriaW,2019-12-17T16:08:22Z,fixing merge conflict,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/fa9c81afd9d1cef99d3b45dde61adba900a3bf4a
urcpp,1a542262bf2a24d840b0f0653534366cb6128a97,sheggen,User,sheggen,2019-12-17T15:29:38Z,Editing config.yaml with new IRB chair,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/1a542262bf2a24d840b0f0653534366cb6128a97
urcpp,163ee6463497a4a57f69faa2c6e312ef81d03ebf,sheggen,User,sheggen,2019-12-17T15:14:06Z,Updating login handler and authUser to prevent student login and create users on the fly,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/163ee6463497a4a57f69faa2c6e312ef81d03ebf
urcpp,4784b8dbe4654496dcebcf0899eb15407582d48f,sheggen,User,sheggen,2019-12-17T14:26:15Z,Merge branch 'development' of bitbucket.org:laborstudents/urcpp-flask into development,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/4784b8dbe4654496dcebcf0899eb15407582d48f
urcpp,97faf9d95c4ef8be84585b548ad9c21654d57e05,sheggen,User,sheggen,2019-12-17T14:23:14Z,Merge remote-tracking branch 'origin/auto-add-faculty' into development,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/97faf9d95c4ef8be84585b548ad9c21654d57e05
urcpp,6949e73073e7e58cf0cf328da1b2d2a9338fa8ea,sheggen,User,sheggen,2019-12-17T14:20:34Z,Merge branch 'development' of bitbucket.org:laborstudents/urcpp-flask into development,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/6949e73073e7e58cf0cf328da1b2d2a9338fa8ea
urcpp,600c544d3b160594ce4ae3a0de3525569a987eef,BriaW,,BriaW,2019-12-11T22:24:19Z,"I broke it, will fix tomorrow",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/600c544d3b160594ce4ae3a0de3525569a987eef
urcpp,c9825dac31bdf4210731b152bd9d44d9f0f61dfd,BriaW,,BriaW,2019-12-11T20:53:30Z,Making changes to criteria for voting,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/c9825dac31bdf4210731b152bd9d44d9f0f61dfd
urcpp,3dee74288ffe9ef00d6af344d8b178d19260a635,Bria Williams,,Bria Williams,2019-12-11T18:27:18Z,README.md edited online with Bitbucket,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/3dee74288ffe9ef00d6af344d8b178d19260a635
urcpp,e33e4368200e5618c389b96732a5d1406a445516,sheggen,User,sheggen,2019-12-02T16:34:10Z,Merge branch 'development' of bitbucket.org:laborstudents/urcpp-flask into development,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/e33e4368200e5618c389b96732a5d1406a445516
urcpp,131385d601b069b2f7b2c72ad8ecad8d2fee23a3,sheggen,User,sheggen,2019-12-02T16:32:12Z,Updating upload.py to jsonify a dict,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/131385d601b069b2f7b2c72ad8ecad8d2fee23a3
urcpp,656a6fc121c39e1fdf9a8e5dfa6d38aa662959ba,sheggen,User,sheggen,2019-12-02T16:30:38Z,Making all usernames lower case to prevent errors,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/656a6fc121c39e1fdf9a8e5dfa6d38aa662959ba
urcpp,e26dfdd725996fb9d8eaef9ceabb047d968ed5fb,BriaW,,BriaW,2019-11-14T20:08:20Z,fixing bug,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/e26dfdd725996fb9d8eaef9ceabb047d968ed5fb
urcpp,76e255dd0690abd31999391dee7b82dd8986b63a,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-26T19:11:19Z,"resized form control to show whole option on /committee/allProjects
'",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/76e255dd0690abd31999391dee7b82dd8986b63a
urcpp,c7ed146ea4d3e6e5298a0065662f884aa878bb0f,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-26T17:24:20Z,Changing the format of date for emails and added required tags to inputs on setParameters,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/c7ed146ea4d3e6e5298a0065662f884aa878bb0f
urcpp,e386cd7abea96a294650629fb2b7091c375e9d80,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-02T17:29:52Z,variables replacing in email! just need to format the abstract date,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/e386cd7abea96a294650629fb2b7091c375e9d80
urcpp,cd9ec7da511aab94f453d103cbc16b5aa25a702c,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-02T17:10:40Z,Merge branch 'development' of https://bitbucket.org/laborstudents/urcpp-flask into development,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/cd9ec7da511aab94f453d103cbc16b5aa25a702c
urcpp,0c266de1d9dcfa01cf5ccf90f5c6c910f3b196c8,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-02T17:10:05Z,all variables pulling to backend but not populating email yet :C,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/0c266de1d9dcfa01cf5ccf90f5c6c910f3b196c8
urcpp,d199329a30b813636d2bdd2b5d45be580f3bbde3,sheggen,User,sheggen,2019-08-02T15:57:11Z,Accordion'ed the setParameters form for better UI,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/d199329a30b813636d2bdd2b5d45be580f3bbde3
urcpp,2dd76d67c8a3d0e6b9ed8935e57e16acd00dc0b4,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-02T14:19:41Z,fixed IRB link in both spots,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/2dd76d67c8a3d0e6b9ed8935e57e16acd00dc0b4
urcpp,c016b661655fef555ffae4db8f05739fb24fa38c,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-02T14:13:55Z,no more narratives on /setparameters,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/c016b661655fef555ffae4db8f05739fb24fa38c
urcpp,3d493237cce918828746a73cffb0a9a568549ae0,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-01T20:47:09Z,styling parameters table,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/3d493237cce918828746a73cffb0a9a568549ae0
urcpp,5b5f334548aa0877d38dad2bfd9281529dab3696,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-01T20:27:21Z,styling parameters table,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/5b5f334548aa0877d38dad2bfd9281529dab3696
urcpp,00d69667c93ebb47f26174dc86bc55e37549a79c,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-01T19:50:39Z,Added abstract column to All Files,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/00d69667c93ebb47f26174dc86bc55e37549a79c
urcpp,79571459ce4c7cf84bdb411553eb61eda73e9e5c,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-01T19:40:15Z,reordering of chairs in form and table,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/79571459ce4c7cf84bdb411553eb61eda73e9e5c
urcpp,f0b4f797c408f91750c2331b0f7d905289349575,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-01T19:37:46Z,Ordered chairs by lastname and made sure people with bnumber are not shown,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/f0b4f797c408f91750c2331b0f7d905289349575
urcpp,f0d0ad01468562f79ef0ac4bb9a7a215abcb17a6,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-01T19:21:44Z,"when user leaves create application, the dropdown for program now populates correctly when they reurn to it /create.html",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/f0d0ad01468562f79ef0ac4bb9a7a215abcb17a6
urcpp,eba41f86768eb72941078723261e4cb732f1adc8,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-01T19:04:45Z,"Fixing Manage Committe page (padding, datat live search, overlapping footer",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/eba41f86768eb72941078723261e4cb732f1adc8
urcpp,fb9c9811487e068ffcc60ba2a77eb2efebfe818f,Kat Adams & Bria Williams,,Kat Adams & Bria Williams,2019-08-01T18:24:12Z,fixed teardown request to dynamicDB.close() since pointers were pointing at nothing.,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/fb9c9811487e068ffcc60ba2a77eb2efebfe818f
urcpp,4db1c68668cf09555868353ef1b14f3d2de7d4a2,johnsonwe,User,johnsonwe,2019-07-16T20:17:34Z,Added Contributor names,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/4db1c68668cf09555868353ef1b14f3d2de7d4a2
urcpp,f2d8b0e6fe65c3c0a7209a4801ddd2b2f363fdc4,sheggen,User,sheggen,2019-07-01T20:25:57Z,Updating gitignore to ignore files with passwords in them.,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/f2d8b0e6fe65c3c0a7209a4801ddd2b2f363fdc4
urcpp,2b0f6824f9a2f7f7e4c3db308f1c5f6d05f803d3,sheggen,User,sheggen,2019-07-01T20:19:03Z,Minor updates to config.yaml; created change_parameter_dates.py to insert empty records in parameters table,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/2b0f6824f9a2f7f7e4c3db308f1c5f6d05f803d3
urcpp,ac1e32db5595e95cbeff9d23032462346ac54b1f,Jamaliela,User,johnsonwe,2019-06-26T18:36:05Z,"Merged in 79 (pull request #51)

Different Stages though the Application Process

Approved-by: Katelyn Adams <adamska@berea.edu>
Approved-by: Evan Johnson <johnsone@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/ac1e32db5595e95cbeff9d23032462346ac54b1f
urcpp,a52f61e6d8dd1c74248161ea0e5cd4e52c63af01,johnsonwe,User,johnsonwe,2019-06-25T20:45:33Z,Further optimized incomplete projects handling,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/a52f61e6d8dd1c74248161ea0e5cd4e52c63af01
urcpp,a7d69e0fdcc0499faa0867071de94b650e126822,johnsonwe,User,johnsonwe,2019-06-25T19:32:22Z,Fixed 'Incomplete' project edge case,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/a7d69e0fdcc0499faa0867071de94b650e126822
urcpp,5941655000225d6b04ac91f378f47d5f325bb46f,johnsonwe,User,johnsonwe,2019-06-25T18:54:19Z,Changes to state machine,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/5941655000225d6b04ac91f378f47d5f325bb46f
urcpp,f686a316df60ea882a5eb14e74b6445949959dad,sheggen,User,sheggen,2019-06-25T16:19:12Z,Tested all states of dashboard and horizontalprogressbar,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/f686a316df60ea882a5eb14e74b6445949959dad
urcpp,425dcddc634620096d4426fe193a61bc7dd6487d,sheggen,User,sheggen,2019-06-25T03:06:55Z,Fixing state machine for dashboard with new dates,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/425dcddc634620096d4426fe193a61bc7dd6487d
urcpp,81790185c3ea00de2d50fb2c63c88a6532da375d,sheggen,User,sheggen,2019-06-24T21:11:47Z,Fixing lots of issues on dashboard related to parameters; Fixed setParameters,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/81790185c3ea00de2d50fb2c63c88a6532da375d
urcpp,15d25d649d379ac05a0f5623c20471eaf5dc52a7,Jamaliela,User,sheggen,2019-06-20T20:51:37Z,"Merged in 95 (pull request #43)

Award Letter Template and Email

Approved-by: Katelyn Adams <adamska@berea.edu>
Approved-by: Evan Johnson <johnsone@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/15d25d649d379ac05a0f5623c20471eaf5dc52a7
urcpp,c8c9fc571214394e8c723d0c72f9372909485f84,sheggen,User,sheggen,2019-06-20T20:49:57Z,Fixing issues with emailer,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/c8c9fc571214394e8c723d0c72f9372909485f84
urcpp,245a9b069caf305a718fde0e0a81ae46bca99d74,Bria Williams,,sheggen,2019-06-20T19:36:54Z,"Merged in 170 (pull request #67)

Create /collaborations page to replace /bnumbers page",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/245a9b069caf305a718fde0e0a81ae46bca99d74
urcpp,9532f28c4f100c27ccc801fdd8b60724d96cc108,sheggen,User,sheggen,2019-06-20T19:36:30Z,"Fixed duplicate button, max/min, review and done page issues",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/9532f28c4f100c27ccc801fdd8b60724d96cc108
urcpp,35a69049914aec9e437a7121f663ef84537e2d64,Jamaliela,User,sheggen,2019-06-20T18:56:31Z,"Merged in 104 (pull request #64)

Contributor list in footer

Approved-by: Katelyn Adams <adamska@berea.edu>
Approved-by: Evan Johnson <johnsone@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/35a69049914aec9e437a7121f663ef84537e2d64
urcpp,38462a1066efb509f48afbf1375abe0ddddc648c,sheggen,User,sheggen,2019-06-20T18:56:06Z,Fixing merge conflict,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/38462a1066efb509f48afbf1375abe0ddddc648c
urcpp,61321d1dbf35d241f25e82cd71cf72e006a5391c,sheggen,User,sheggen,2019-06-20T18:54:54Z,Merge branch 'development' into 104,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/61321d1dbf35d241f25e82cd71cf72e006a5391c
urcpp,797db10b3a4dbe6e00ad80377f9ebb9f55fd4364,Jamaliela,User,sheggen,2019-06-20T12:22:38Z,"Merged in 173 (pull request #65)

Having ""Back"" and ""Submit"" buttons in the blue area

Approved-by: Katelyn Adams <adamska@berea.edu>
Approved-by: Evan Johnson <johnsone@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/797db10b3a4dbe6e00ad80377f9ebb9f55fd4364
urcpp,6df5296a271752287c9dd39d538562add6ea8337,sheggen,User,sheggen,2019-06-20T12:21:45Z,Fixed models.py to point to the localhost instead of unknown host 'db',https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/6df5296a271752287c9dd39d538562add6ea8337
urcpp,091bbe34981aa0576683fe926eaa4cc2ad0c6bbf,HaileyB0311,User,HaileyB0311,2019-06-19T16:51:25Z,saving progress,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/091bbe34981aa0576683fe926eaa4cc2ad0c6bbf
urcpp,58b46a40837caac91514d6c5cfca393850d583a6,HaileyB0311,User,HaileyB0311,2019-06-18T21:31:22Z,Fixed merged conflict,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/58b46a40837caac91514d6c5cfca393850d583a6
urcpp,e89c2154d2549cc817af06c0a80c19f7f1cc290f,HaileyB0311,User,HaileyB0311,2019-06-18T18:08:49Z,"fixed minor formatting, no biggie",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/e89c2154d2549cc817af06c0a80c19f7f1cc290f
urcpp,9df704c26827a8b117d025f8da9488b9d4ad9e57,HaileyB0311,User,HaileyB0311,2019-06-18T17:32:19Z,solved the support email issue,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/9df704c26827a8b117d025f8da9488b9d4ad9e57
urcpp,774872bcc25ee5ef57da651c4cc56102748dce08,wgs1862019,User,wgs1862019,2019-06-18T17:30:53Z,changing the strings to cfg,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/774872bcc25ee5ef57da651c4cc56102748dce08
urcpp,a040d863ad737fb6d7af141f3edfd2604538c4b3,wgs1862019,User,wgs1862019,2019-06-18T17:17:24Z,just deleting the holding file as the dashboard.html is updated.,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/a040d863ad737fb6d7af141f3edfd2604538c4b3
urcpp,06123bf5dea36b2756e6186f06a7d083b3c7a559,wgs1862019,User,wgs1862019,2019-06-18T15:12:53Z,Refactored into snips and all 6 cases workgit status! -Kat,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/06123bf5dea36b2756e6186f06a7d083b3c7a559
urcpp,89bbfcd858aedb2a4972dc185678ff779656d72a,HaileyB0311,User,HaileyB0311,2019-06-18T14:22:53Z,"Revert ""saving progress, fixed timer problem on error messages""

This reverts commit e9c5690295c7a8dccd70a5d69658c2eb4933ec44.",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/89bbfcd858aedb2a4972dc185678ff779656d72a
urcpp,e9c5690295c7a8dccd70a5d69658c2eb4933ec44,HaileyB0311,User,HaileyB0311,2019-06-18T14:06:57Z,"saving progress, fixed timer problem on error messages",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/e9c5690295c7a8dccd70a5d69658c2eb4933ec44
urcpp,f26c0f42906ceb06301a89e3a05d9c121e1fdfa6,HaileyB0311,User,HaileyB0311,2019-06-18T13:47:59Z,fixing merge conflicts,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/f26c0f42906ceb06301a89e3a05d9c121e1fdfa6
urcpp,b7e99605a7d2301ed3ddb37e7dfb669c63226a15,wgs1862019,User,wgs1862019,2019-06-18T12:48:09Z,Merge branch '79' of https://bitbucket.org/laborstudents/urcpp-flask into 79,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/b7e99605a7d2301ed3ddb37e7dfb669c63226a15
urcpp,20e788e355052296523a1bb5c682cb84f729c900,wgs1862019,User,wgs1862019,2019-06-18T12:46:37Z,Merge branch 'development' of https://bitbucket.org/laborstudents/urcpp-flask into 79,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/20e788e355052296523a1bb5c682cb84f729c900
urcpp,76f09469915bd82d21779e62774d23b77354ffff,sheggen,User,sheggen,2019-06-17T21:15:24Z,Started refactoring dashboard.html to use snips,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/76f09469915bd82d21779e62774d23b77354ffff
urcpp,ea3da66a4256463180fd905d29477dcc354c8572,sheggen,User,sheggen,2019-06-17T17:18:14Z,Merge branch 'development' into 79,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/ea3da66a4256463180fd905d29477dcc354c8572
urcpp,0ce54c12144db9a8205f173189bc998368e2dcc2,Jamaliela,User,sheggen,2019-06-17T17:13:54Z,"Merged in 134 (pull request #50)

Incosistancy in Withdrawing Applications in Firefox

Approved-by: Evan Johnson <johnsone@berea.edu>
Approved-by: Katelyn Adams <adamska@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/0ce54c12144db9a8205f173189bc998368e2dcc2
urcpp,1a0b7ede431fe1d33aca9407201cd44f6e78620c,sheggen,User,sheggen,2019-06-17T17:11:43Z,Merge branch 'development' into 134,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/1a0b7ede431fe1d33aca9407201cd44f6e78620c
urcpp,f374fbdecf4e0b38fce184a28944f80f0ebc65ce,HaileyB0311,User,HaileyB0311,2019-06-14T20:33:57Z,Changed the formatting of the dropdown menu for accessibility reasons and to make it look pretty,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/f374fbdecf4e0b38fce184a28944f80f0ebc65ce
urcpp,a97015f168128bd0b2aa135824f6aefe835f14ac,HaileyB0311,User,HaileyB0311,2019-06-14T19:02:19Z,max collab faculty is now 4,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/a97015f168128bd0b2aa135824f6aefe835f14ac
urcpp,ba4766ad2155e78e3599fdc00421f3e7f5791e9d,HaileyB0311,User,HaileyB0311,2019-06-14T18:48:30Z,deleted all unnecessary code,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/ba4766ad2155e78e3599fdc00421f3e7f5791e9d
urcpp,3316197411330b14a1fc357b1423752922127cff,HaileyB0311,User,HaileyB0311,2019-06-14T18:36:50Z,"Required input and fixed same username issue, shows error msgs",https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/3316197411330b14a1fc357b1423752922127cff
urcpp,6a0bcfb83567538a7003175480e0a511d9b46eaf,HaileyB0311,User,HaileyB0311,2019-06-14T14:55:01Z,Bria reworded the username not found error message,https://github.com/BCStudentSoftwareDevTeam/urcpp/commit/6a0bcfb83567538a7003175480e0a511d9b46eaf
