repo,sha,author,author_type,committer,date,message,html_url
bcsr,afa028269855c7d40c2852b5b2820cf755bb0cc8,GuillermoCruz32,User,BrianRamsay,2021-05-19T13:32:41Z,"Merged in issue68 (pull request #10)

Fixed Issue 68: Refactoring Courses Page

Approved-by: Evan Johnson
Approved-by: Brian Ramsay
Approved-by: Alex Bryant",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/afa028269855c7d40c2852b5b2820cf755bb0cc8
bcsr,411e0eabd069df22345e90924ae477b1b698f8b4,bryantal,User,bryantal,2021-03-01T22:25:27Z,Fixing merge conflicts,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/411e0eabd069df22345e90924ae477b1b698f8b4
bcsr,5a4d7f23ea28e67a4c283dc37a5778eb782b3594,Jamaliela,User,sheggen,2020-06-23T18:25:19Z,"Merged in 60fixed (pull request #14)

User Management Interface

Approved-by: Scott Heggen
Approved-by: Evan Johnson",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/5a4d7f23ea28e67a4c283dc37a5778eb782b3594
bcsr,e29d3436d848a9d4632d90fca1104e4feb7ea5ef,sheggen,User,sheggen,2020-06-23T18:24:53Z,Removing old files.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/e29d3436d848a9d4632d90fca1104e4feb7ea5ef
bcsr,87330c5832cf3a120051352639f463af5b44339c,sheggen,User,sheggen,2020-06-23T18:22:52Z,Modifying UI and functionality; fixing bug attempting to delete users,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/87330c5832cf3a120051352639f463af5b44339c
bcsr,b79797e4e3adf0785c29a8808bbd6de2bfa45da1,sheggen,User,sheggen,2020-06-23T16:29:09Z,Merge branch 'development' into 60fixed,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/b79797e4e3adf0785c29a8808bbd6de2bfa45da1
bcsr,a538ac094895b40feba673b5016f4bf54094abad,GuillermoCruz32,User,sheggen,2020-06-22T20:41:22Z,"Merged in issue29 (pull request #5)

Fixed Issue29: Removing flask Admin

Approved-by: Scott Heggen
Approved-by: Evan Johnson",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/a538ac094895b40feba673b5016f4bf54094abad
bcsr,855510f7ab9a7e03296cc36c655d5af2b508170e,sheggen,User,sheggen,2020-06-22T20:39:23Z,Merge remote-tracking branch 'origin/development' into issue29,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/855510f7ab9a7e03296cc36c655d5af2b508170e
bcsr,d22d3e3390de44273c2e6991a3faab9f415ca61a,GuillermoCruz32,User,sheggen,2020-06-22T20:36:36Z,"Merged in issue57 (pull request #3)

Issue 57: Added a submit button

Approved-by: Scott Heggen
Approved-by: Evan Johnson",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/d22d3e3390de44273c2e6991a3faab9f415ca61a
bcsr,5b47ebb0f5bb96ccdbdcf67bb52029ad3b4ec605,sheggen,User,sheggen,2020-06-22T20:36:03Z,"Fixes related to Py3 upgrade, merge conflicts.",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/5b47ebb0f5bb96ccdbdcf67bb52029ad3b4ec605
bcsr,966df615ee1d23a79131253a916e2c202aa04beb,sheggen,User,sheggen,2020-06-22T20:05:21Z,Fixing merge conflicts with development,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/966df615ee1d23a79131253a916e2c202aa04beb
bcsr,9f02e3133583c3eb3f4a7884dd8039f39dd396d2,Jamaliela,User,sheggen,2020-06-22T20:00:41Z,"Merged in 61migration (pull request #6)

mySQL Migration",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/9f02e3133583c3eb3f4a7884dd8039f39dd396d2
bcsr,66ef70b59fd7335ad505e8355c663373a3d27bd6,sheggen,User,sheggen,2020-06-22T16:31:51Z,Fixing Migrator to work with Py3,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/66ef70b59fd7335ad505e8355c663373a3d27bd6
bcsr,da571005b5b3f196f8cbf64e4513bad61100ff3f,sheggen,User,sheggen,2020-06-22T15:20:07Z,Editing messaging in setup.sh,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/da571005b5b3f196f8cbf64e4513bad61100ff3f
bcsr,222e86b47051276da76635cd86084ab0c381e771,sheggen,User,sheggen,2020-06-22T15:10:43Z,Editing path to secret config,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/222e86b47051276da76635cd86084ab0c381e771
bcsr,4ce1ca2e99a9e59f811725ef13dc2006dd57732f,sheggen,User,sheggen,2020-06-22T15:05:18Z,Cleaning up migrator to be more informative,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/4ce1ca2e99a9e59f811725ef13dc2006dd57732f
bcsr,750b74f284d3fc521559fb7df4f01684a415ef3a,sheggen,User,sheggen,2020-06-22T15:02:08Z,Updating BCSR for Py3,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/750b74f284d3fc521559fb7df4f01684a415ef3a
bcsr,5bbadaf47c70bef19bd2b731eedf213b020e8b87,sheggen,User,sheggen,2020-06-19T19:02:33Z,More merge conflicts in setup.sh,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/5bbadaf47c70bef19bd2b731eedf213b020e8b87
bcsr,9bb70312123b1da542365a2945a617c7b7284fe9,sheggen,User,sheggen,2020-06-19T18:57:35Z,Fixing merge conflicts with development,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/9bb70312123b1da542365a2945a617c7b7284fe9
bcsr,27d479a1b1e28d9920a40cf1fd0b969e7a32047a,sheggen,User,sheggen,2020-06-19T18:05:51Z,Upgraded to Python 3,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/27d479a1b1e28d9920a40cf1fd0b969e7a32047a
bcsr,6aa6a2564fff12db9bc753d179abb3ec284b80e4,santoshernandezr,User,santoshernandezr,2019-07-09T21:18:32Z,working on css,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/6aa6a2564fff12db9bc753d179abb3ec284b80e4
bcsr,e6dd482456ac06fe5f45c497187464dbd7a293f8,elajamali,User,elajamali,2019-07-08T21:53:10Z,last updates,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/e6dd482456ac06fe5f45c497187464dbd7a293f8
bcsr,ab2266715457c7fa33e429c69824289b9350cfd5,elajamali,User,elajamali,2019-07-03T21:55:18Z,cleaning up,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/ab2266715457c7fa33e429c69824289b9350cfd5
bcsr,91646d477fec6fe1108f0bb6a0d25900260350c9,elajamali,User,elajamali,2019-07-03T21:28:00Z,fixing merge conflicts,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/91646d477fec6fe1108f0bb6a0d25900260350c9
bcsr,d69cbead5abca9daf705bcb0422dc0e35c9416e1,elajamali,User,elajamali,2019-07-03T21:18:31Z,finishede,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/d69cbead5abca9daf705bcb0422dc0e35c9416e1
bcsr,ec14d7bb209e6e08197a0ce4b9b680ecf7631b58,elajamali,User,elajamali,2019-07-03T16:02:30Z,cleaning some comments,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/ec14d7bb209e6e08197a0ce4b9b680ecf7631b58
bcsr,81dc6777f40b235f3c8af7ee8e40f2e93d61062f,elajamali,User,elajamali,2019-07-03T15:43:43Z,remove button works for all the sections,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/81dc6777f40b235f3c8af7ee8e40f2e93d61062f
bcsr,0df74c5b294393e5a3068b97e23feaface48188a,elajamali,User,elajamali,2019-07-02T22:01:53Z,progress on removing users.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/0df74c5b294393e5a3068b97e23feaface48188a
bcsr,56852c9ee311e43671e60dba0f4c24fad2369115,santoshernandezr,User,santoshernandezr,2019-07-02T20:10:19Z,now we can add everything.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/56852c9ee311e43671e60dba0f4c24fad2369115
bcsr,5cdf32b4c8930534256537126831c35230bced2f,HaileyB0311,User,johnsonwe,2019-07-01T20:50:06Z,"Merged in 38 (pull request #9)

Issue #38

Approved-by: Evan Johnson <johnsone@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/5cdf32b4c8930534256537126831c35230bced2f
bcsr,fbba103d7222a6261ac87bdfef8cf556cd4bf44c,johnsonwe,User,johnsonwe,2019-07-01T20:46:39Z,Fixed formatting issue caused by implementation of data tables,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/fbba103d7222a6261ac87bdfef8cf556cd4bf44c
bcsr,24d3d2eb0de8557b8a3fc16af2b055aac626c7d6,johnsonwe,User,johnsonwe,2019-07-01T20:14:46Z,Fixed merge conflict,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/24d3d2eb0de8557b8a3fc16af2b055aac626c7d6
bcsr,7be5552afd3a8983433fb6f0418988b4684f1d96,elajamali,User,elajamali,2019-07-01T13:22:08Z,chair division add works now.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/7be5552afd3a8983433fb6f0418988b4684f1d96
bcsr,e421237b3a6f33c2743d8aca298b262bb2ff4bd6,elajamali,User,elajamali,2019-06-28T21:12:48Z,adding works,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/e421237b3a6f33c2743d8aca298b262bb2ff4bd6
bcsr,19f884911d33c21d7a20d21f83d83c2ddaa0df39,Alex Bryant,,Alex Bryant,2019-06-28T18:14:01Z,hopefully fixed the conflicts,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/19f884911d33c21d7a20d21f83d83c2ddaa0df39
bcsr,5b414743630625c2a85b1c71b7d1f3db1feae6c1,Alex Bryant,,Alex Bryant,2019-06-28T17:37:08Z,fixed the conflict in allimports.py,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/5b414743630625c2a85b1c71b7d1f3db1feae6c1
bcsr,6f8d8389aecac0c3e132806b0388c2c17afc212c,elajamali,User,elajamali,2019-06-28T14:30:17Z,fixing the what got modified by others modifying config.yamlgit add app/config.yamlgit add app/config.yamlgit add app/config.yaml,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/6f8d8389aecac0c3e132806b0388c2c17afc212c
bcsr,161821c73b456e7a0563b42a0bc183cf799c79bc,elajamali,User,elajamali,2019-06-28T14:20:34Z,modifying indentations,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/161821c73b456e7a0563b42a0bc183cf799c79bc
bcsr,ff2b8b5bbb822fb4e39ebc80e8ed94b0548f735f,elajamali,User,elajamali,2019-06-28T14:14:15Z,fixing merge conflicts,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/ff2b8b5bbb822fb4e39ebc80e8ed94b0548f735f
bcsr,2da2b27ab4c138ae3ee359b600b5d55ee8a714c3,elajamali,User,elajamali,2019-06-28T13:57:04Z,RETRIEVING DATA WORKS,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/2da2b27ab4c138ae3ee359b600b5d55ee8a714c3
bcsr,3ea542736b0b51380d2c28adbc6f9b7a9ad411e2,elajamali,User,elajamali,2019-06-28T12:51:56Z,positioning the selectpickers on the page,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/3ea542736b0b51380d2c28adbc6f9b7a9ad411e2
bcsr,e7568af29b53560eca23936e35e6d3d832fab97d,elajamali,User,elajamali,2019-06-28T12:34:22Z,to get rid of merge conflict headers,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/e7568af29b53560eca23936e35e6d3d832fab97d
bcsr,702cfb5d1e998ef93a51ca1fea8243239639f95a,elajamali,User,elajamali,2019-06-27T20:51:50Z,"Javascript for not reloading the whole page works, just need to make sure the user names we are getting for each program and division is correct.",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/702cfb5d1e998ef93a51ca1fea8243239639f95a
bcsr,51269199341997cfe2eda5cf3fff5672f8a611a2,May Jue,,johnsonwe,2019-06-27T20:50:25Z,"Merged in issue62 (pull request #4)

Changed footer to match Advancementoffice

Approved-by: Evan Johnson <johnsone@berea.edu>",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/51269199341997cfe2eda5cf3fff5672f8a611a2
bcsr,5954cbdfe1187d89fe1543ced636e3c7f702937d,johnsonwe,User,johnsonwe,2019-06-27T20:45:31Z,css changes,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/5954cbdfe1187d89fe1543ced636e3c7f702937d
bcsr,d6015cd6183619ac4b96c8a8818329b0451008ad,May,,May,2019-06-27T20:11:10Z,make footer stay on the bottom of the page,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/d6015cd6183619ac4b96c8a8818329b0451008ad
bcsr,4520c753e17609fd60c9adfca7209234f821e133,elajamali,User,elajamali,2019-06-26T21:06:39Z,updates,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/4520c753e17609fd60c9adfca7209234f821e133
bcsr,5d8b53b3cdcc2651c38f311dee40020c6b72ce36,johnsonwe,User,johnsonwe,2019-06-26T19:10:15Z,changed background color of footer,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/5d8b53b3cdcc2651c38f311dee40020c6b72ce36
bcsr,25321f744b31b7d697403244d61decfec724a221,johnsonwe,User,johnsonwe,2019-06-26T19:06:40Z,fixed merge conflict,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/25321f744b31b7d697403244d61decfec724a221
bcsr,5345782bf38b82ffd91ed8b9ca4f1a57a9f0a4bb,johnsonwe,User,johnsonwe,2019-06-26T19:02:17Z,Fixed typo in footer and pasted it to the bottom of the page.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/5345782bf38b82ffd91ed8b9ca4f1a57a9f0a4bb
bcsr,bd69f6988e08f2985b62d9cc32c958fa24961f9c,elajamali,User,elajamali,2019-06-25T21:00:20Z,missing commit,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/bd69f6988e08f2985b62d9cc32c958fa24961f9c
bcsr,dc356e353b586091a54b722e033b2f1128275cc4,elajamali,User,elajamali,2019-06-25T20:59:37Z,almost fixed chair divisions,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/dc356e353b586091a54b722e033b2f1128275cc4
bcsr,2fe18f83fc9a6f12d28d61dc1f85d433bd7ee7f0,elajamali,User,elajamali,2019-06-25T13:21:42Z,changes,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/2fe18f83fc9a6f12d28d61dc1f85d433bd7ee7f0
bcsr,1fe6abed659228408971318a988dd84273a8fd57,elajamali,User,elajamali,2019-06-24T20:33:07Z,updating changes,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/1fe6abed659228408971318a988dd84273a8fd57
bcsr,92cfbdc9b1469569f04a04ed06a44801919d8e98,elajamali,User,elajamali,2019-06-24T20:05:29Z,commiting changes and changing administrator works,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/92cfbdc9b1469569f04a04ed06a44801919d8e98
bcsr,835e82fa34242e81be88c9f83fd5152d70d6acf5,elajamali,User,elajamali,2019-06-24T20:02:53Z,commiting changes,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/835e82fa34242e81be88c9f83fd5152d70d6acf5
bcsr,8055d369db7cc34925fe64e7493f10c206302998,elajamali,User,elajamali,2019-06-24T15:33:22Z,sidebar added,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/8055d369db7cc34925fe64e7493f10c206302998
bcsr,903da67d800ca3b6b8f5a61ca0e98b2bd38972d7,elajamali,User,elajamali,2019-06-24T14:13:28Z,Merge branch 'development' of https://bitbucket.org/laborstudents/bcsr-flask into 60fixed,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/903da67d800ca3b6b8f5a61ca0e98b2bd38972d7
bcsr,a473e69f10e7e26f8826c58be1bb0b07e85c2240,elajamali,User,elajamali,2019-06-21T21:15:17Z, updating changes,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/a473e69f10e7e26f8826c58be1bb0b07e85c2240
bcsr,9b00d16044f1eec2a2635eadd1bb9c6b194ac333,May,,May,2019-06-21T20:04:51Z,fixed merge conflict,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/9b00d16044f1eec2a2635eadd1bb9c6b194ac333
bcsr,73bd83b14454d0cbc776c715861ac7fe0d703594,May,,May,2019-06-21T19:55:02Z,Evan said so,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/73bd83b14454d0cbc776c715861ac7fe0d703594
bcsr,d5af70be087e83832c932ad8e46c31014df908dc,May,,May,2019-06-21T19:22:19Z,revert my commit to development,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/d5af70be087e83832c932ad8e46c31014df908dc
bcsr,bbd2c368ee3e5d9bd68502a4f403992a60570e7b,Jamaliela,User,Jamaliela,2019-06-21T17:22:28Z,fixing merge conflict,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/bbd2c368ee3e5d9bd68502a4f403992a60570e7b
bcsr,fefa27978133e47a1c0e2b9d329e83ee89936729,Jamaliela,User,Jamaliela,2019-06-21T17:18:49Z,updating changes,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/fefa27978133e47a1c0e2b9d329e83ee89936729
bcsr,e0792bd31d4cecdd5523b6aff787847b273c8bbc,santoshernandezr,User,santoshernandezr,2019-06-21T14:33:37Z,Updating and adding new files for user and semester management.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/e0792bd31d4cecdd5523b6aff787847b273c8bbc
bcsr,7d3eaf138a83b1b0e2a888616948241ec13f0348,sheggen,User,sheggen,2019-06-21T14:19:52Z,removing rogue venv directory,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/7d3eaf138a83b1b0e2a888616948241ec13f0348
bcsr,ca3c82286f4e5f0a9c9e85a700a74dea090f8213,sheggen,User,sheggen,2019-06-21T14:19:14Z,Removing rogue venv folder,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/ca3c82286f4e5f0a9c9e85a700a74dea090f8213
bcsr,7524df98b9aabe82ec2c9d0c665bf933a4041f17,GuillermoCruz32,User,GuillermoCruz32,2019-06-20T20:19:18Z,"We removed the drop down menus at the bottom of the courses page, and also added the division and program field to the courses table.",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/7524df98b9aabe82ec2c9d0c665bf933a4041f17
bcsr,58810f3a72cd2ddc1f9e5b13a2882eff4b94f149,HaileyB0311,User,HaileyB0311,2019-06-20T18:41:10Z,dropzone sizing fixed,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/58810f3a72cd2ddc1f9e5b13a2882eff4b94f149
bcsr,b3aa809503631174a0f0c3930af27933c023f7e5,santoshernandezr,User,santoshernandezr,2019-06-20T18:03:35Z,"renamed the system from system management to semester management, and added a new section for user management.",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/b3aa809503631174a0f0c3930af27933c023f7e5
bcsr,74d413f81ddf28671c85d677a0f85722974db07c,May,,May,2019-06-20T17:07:37Z,fixed merge conflict,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/74d413f81ddf28671c85d677a0f85722974db07c
bcsr,80ab028df786b6f24b98cd8821e793d4aafd335a,HaileyB0311,User,HaileyB0311,2019-06-20T15:57:38Z,Added datatables function to create sorted tables where tables are created in my courses and the archive.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/80ab028df786b6f24b98cd8821e793d4aafd335a
bcsr,6e49006e0d42b9891644675d2d67c6ad92d7a7b1,GuillermoCruz32,User,wgs1862019,2019-06-20T15:27:49Z,"Merged in issue64 (pull request #8)

Fixed Issue 64: Spacing",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/6e49006e0d42b9891644675d2d67c6ad92d7a7b1
bcsr,2d43c57e3c370af1d763c82f1793a17e8fc40ffe,May Jue,,wgs1862019,2019-06-20T15:25:16Z,"Merged in issue63 (pull request #7)

Added the 'mm/dd/yyyy' as the placeholder for the datepicker in the homepage",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/2d43c57e3c370af1d763c82f1793a17e8fc40ffe
bcsr,390ac3ed09c4b39ff1c26bce9adda419065e5cbf,GuillermoCruz32,User,GuillermoCruz32,2019-06-20T15:16:44Z,Fixed the spacing between the drop down menu and submit buttons on the Program and Division pages.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/390ac3ed09c4b39ff1c26bce9adda419065e5cbf
bcsr,87777449715f8ed1c343de2056e1f13c2ac70538,May,,May,2019-06-20T14:19:13Z,Added the 'mm/dd/yyyy' as the placeholder for the datepicker in the homepage,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/87777449715f8ed1c343de2056e1f13c2ac70538
bcsr,ffd60a3aac3d598eeb2caffba94da5588e87f2fd,May,,May,2019-06-20T14:13:11Z,"Revert ""Changed source setup and rid app of 'threadlocals""

This reverts commit fa38e40a82ac2a629b6db82a2e870a86b187d2d2.",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/ffd60a3aac3d598eeb2caffba94da5588e87f2fd
bcsr,60581b39d0884eb2728820719445a884f69bb859,May,,May,2019-06-20T14:08:34Z,Added the 'mm/dd/yyyy' as the placeholder for the datepicker in the homepage,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/60581b39d0884eb2728820719445a884f69bb859
bcsr,fe0aed7f8e378f44e9abc941763b2d9faecf4c76,GuillermoCruz32,User,GuillermoCruz32,2019-06-20T13:49:32Z,We changed the button tag to an input tag instead to make the sumbit button have the same style as all the other sumbit buttons.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/fe0aed7f8e378f44e9abc941763b2d9faecf4c76
bcsr,2d774802d76543fd6891595b7bd1eb39be92088b,elajamali,User,elajamali,2019-06-20T13:35:35Z,finished adding migration_data file,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/2d774802d76543fd6891595b7bd1eb39be92088b
bcsr,72d6f8b48fb25c0f22def81a4de6b11ea22fa856,GuillermoCruz32,User,GuillermoCruz32,2019-06-20T13:33:12Z,"Removed the import statement that imported Admin from flask, and removed the code that used this import.",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/72d6f8b48fb25c0f22def81a4de6b11ea22fa856
bcsr,dc7ad885f9dfa8bb622e068844225e68f4bee4c8,GuillermoCruz32,User,GuillermoCruz32,2019-06-20T13:25:14Z,"Revert ""Making an early commit to save some work.""

This reverts commit 4169c79c4eb2cf9ddb3f6047afc01737294ff548.",https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/dc7ad885f9dfa8bb622e068844225e68f4bee4c8
bcsr,0b9133ccbc88539f6314b97c08e3cc5feda16a8b,HaileyB0311,User,HaileyB0311,2019-06-20T11:59:51Z,saving progress from yesterday,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/0b9133ccbc88539f6314b97c08e3cc5feda16a8b
bcsr,9f56ea8d472ad69d4c5b83dbce146b60c6cde723,elajamali,User,elajamali,2019-06-19T21:32:02Z,just committing changes,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/9f56ea8d472ad69d4c5b83dbce146b60c6cde723
bcsr,4169c79c4eb2cf9ddb3f6047afc01737294ff548,GuillermoCruz32,User,GuillermoCruz32,2019-06-19T20:17:10Z,Making an early commit to save some work.,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/4169c79c4eb2cf9ddb3f6047afc01737294ff548
bcsr,7d38a732ac2d2171d8ba6757fd7490d2a7c3442f,elajamali,User,elajamali,2019-06-19T19:43:45Z,added the second file and migrated data,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/7d38a732ac2d2171d8ba6757fd7490d2a7c3442f
bcsr,31632c1f9b4d37f8a011e53793b5c2912e300e08,May,,May,2019-06-19T19:10:24Z,Changed footer to match Advancementoffice,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/31632c1f9b4d37f8a011e53793b5c2912e300e08
bcsr,a8926922dadfd6370fcec90002aac84e26143e3e,HaileyB0311,User,HaileyB0311,2019-06-19T17:57:34Z,Still testing terminal problem,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/a8926922dadfd6370fcec90002aac84e26143e3e
bcsr,e4945db6d4cc51ad66c1fffe355b292dfe84f08b,HaileyB0311,User,HaileyB0311,2019-06-19T17:55:18Z,Testing the terminal problem,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/e4945db6d4cc51ad66c1fffe355b292dfe84f08b
bcsr,cb6711bcd84df1b9dcd901ca814c0e95c10fdfe2,santoshernandezr,User,santoshernandezr,2019-06-19T17:23:05Z,Added migrate_data.py file,https://github.com/BCStudentSoftwareDevTeam/bcsr/commit/cb6711bcd84df1b9dcd901ca814c0e95c10fdfe2
